日期,郯城马陵山地震台 FHD2[6],安丘地震台 FHD2[1],菏泽地电台 FHD2[4],莒县陵阳地震台 FHD2[1],无棣大山地震台 FHD2[4],济南地震台 FHD2[1]
20140101,-1093.00000,-476.00000,-429.28000,-1090.06000,1404.86000,-12.76000
20140102,-1092.80000,-476.68000,-429.60000,-1090.94000,1404.90000,-14.22000
20140103,-1092.16000,-476.08000,-428.94000,-1090.74000,1404.78000,-14.04000
20140104,-1092.20000,-476.54000,-428.98000,-1090.82000,1402.84000,-14.62000
20140105,-1092.14000,-476.64000,-428.68000,-1091.04000,1403.04000,-14.56000
20140106,-1091.70000,-476.40000,-428.88000,-1090.70000,1402.90000,-14.34000
20140107,-1092.44000,-476.68000,-429.20000,-1091.02000,1403.22000,-14.52000
20140108,-1092.52000,-476.86000,-429.14000,-1090.72000,1403.00000,-14.82000
20140109,-1091.80000,-476.58000,-428.58000,-1090.36000,1404.52000,-14.22000
20140110,-1091.64000,-477.02000,-428.30000,-1090.26000,1403.26000,-14.58000
20140111,-1092.48000,-477.56000,-429.50000,-1091.28000,1402.02000,-15.38000
20140112,-1092.14000,-476.76000,-428.98000,-1090.56000,1403.68000,-14.12000
20140113,-1091.74000,-476.56000,-428.50000,-1090.88000,1404.00000,-14.66000
20140114,-1091.38000,-476.70000,-428.28000,-1090.22000,1403.30000,-14.18000
20140115,-1092.42000,-476.96000,-429.02000,-1091.04000,1403.38000,-14.90000
20140116,-1091.80000,-477.18000,-428.76000,-1090.84000,1402.56000,-14.72000
20140117,-1092.06000,-477.36000,-428.74000,-1090.92000,1402.56000,-14.66000
20140118,-1092.04000,-477.24000,-428.94000,99999.0,1402.72000,-14.80000
20140119,-1091.72000,-477.26000,-428.56000,-1090.80000,1402.26000,-15.02000
20140120,-1092.02000,-477.18000,-429.44000,-1091.02000,1402.28000,-14.88000
20140121,-1091.94000,-477.00000,-428.36000,-1090.54000,1403.34000,-14.14000
20140122,-1090.70000,-475.64000,-428.14000,-1090.86000,1405.96000,-14.20000
20140123,-1092.14000,-476.82000,-429.12000,-1090.50000,1402.62000,-14.62000
20140124,-1092.22000,-477.08000,-429.20000,-1091.42000,1402.06000,-15.12000
20140125,-1092.06000,-476.70000,-429.34000,-1090.84000,1402.74000,-15.14000
20140126,-1091.76000,-476.72000,-428.94000,-1090.60000,1403.58000,-14.62000
20140127,-1091.96000,-476.56000,-429.06000,-1090.24000,1403.18000,-14.60000
20140128,-1091.76000,-476.56000,-428.80000,-1090.56000,1403.08000,-14.64000
20140129,-1091.78000,-476.38000,-428.76000,-1090.26000,1403.18000,-14.34000
20140130,-1092.10000,-476.16000,-429.02000,-1090.58000,1402.58000,-14.52000
20140131,-1091.96000,-476.72000,-428.88000,-1090.94000,1402.08000,-14.76000
20140201,-1091.86000,-476.50000,-428.92000,-1090.76000,1401.64000,-14.72000
20140202,-1092.00000,-476.78000,-429.16000,-1090.56000,1401.90000,-14.80000
20140203,-1091.82000,-476.60000,-428.64000,-1090.92000,1401.84000,-14.82000
20140204,-1091.68000,-476.76000,-428.54000,-1090.50000,1402.14000,-14.70000
20140205,-1091.14000,-477.16000,-428.26000,-1090.88000,1402.24000,-14.90000
20140206,-1092.62000,-476.44000,-428.46000,-1089.44000,1404.40000,-13.28000
20140207,-1091.32000,-476.82000,-428.34000,-1090.18000,1404.06000,-13.90000
20140208,-1093.34000,-477.54000,-428.98000,-1088.40000,1400.60000,-14.62000
20140209,-1091.78000,-476.50000,-428.18000,-1090.08000,1404.70000,-13.76000
20140210,-1091.70000,-476.38000,-428.30000,-1089.82000,1405.00000,-14.22000
20140211,-1091.60000,-476.92000,-427.92000,-1090.42000,1404.02000,-14.32000
20140212,-1091.62000,-476.50000,-428.76000,-1090.18000,1403.70000,-14.10000
20140213,-1091.00000,-477.34000,-428.06000,-1090.42000,1402.14000,-14.82000
20140214,-1090.98000,-476.72000,-427.74000,-1090.48000,1402.24000,-14.46000
20140215,-1091.12000,-477.04000,-428.76000,-1091.16000,1402.32000,-15.02000
20140216,-1089.58000,-476.82000,-428.54000,-1090.68000,1405.74000,-11.74000
20140217,-1092.16000,-476.42000,-428.54000,-1090.50000,1403.84000,-13.90000
20140218,-1091.50000,-476.90000,-428.58000,-1090.34000,1402.50000,-14.60000
20140219,-1090.28000,-475.00000,-427.14000,-1091.70000,1412.22000,-11.54000
20140220,-1094.50000,-473.98000,-428.28000,-1088.24000,1411.10000,-10.20000
20140221,-1092.80000,-475.52000,-429.10000,-1090.18000,1406.06000,-13.50000
20140222,-1092.10000,-475.48000,-428.80000,-1090.18000,1405.88000,-13.50000
20140223,-1091.58000,-475.88000,-428.10000,-1089.98000,1405.62000,-12.64000
20140224,-1091.88000,-475.92000,-428.16000,-1090.46000,1404.88000,-14.26000
20140225,-1091.40000,-476.20000,-427.68000,-1090.38000,1404.12000,-13.88000
20140226,-1091.64000,-476.34000,-428.06000,-1091.02000,1402.68000,-14.70000
20140227,-1091.86000,-476.58000,-427.72000,-1090.70000,1403.26000,-14.16000
20140228,-1092.24000,-475.14000,-428.88000,-1090.20000,1406.88000,-12.94000
20140301,-1092.16000,-475.62000,-428.66000,-1090.32000,1405.24000,-13.68000
20140302,-1091.70000,-475.66000,-427.92000,-1090.40000,1403.76000,-14.00000
20140303,-1092.30000,-475.52000,-428.24000,-1090.50000,1404.66000,-14.12000
20140304,-1092.64000,-476.68000,-428.46000,-1091.34000,1402.94000,-14.26000
20140305,-1091.88000,-476.36000,-428.34000,-1091.12000,1402.98000,-14.34000
20140306,-1091.82000,-476.14000,-428.82000,-1091.02000,1402.52000,-14.30000
20140307,-1091.52000,-476.44000,-428.22000,-1091.08000,1402.34000,-14.76000
20140308,-1091.38000,-476.34000,-427.40000,-1091.04000,1402.98000,-14.50000
20140309,-1091.44000,-476.30000,-427.78000,-1091.18000,1402.26000,-14.86000
20140310,-1091.42000,-476.28000,-427.58000,-1090.72000,1402.42000,-14.74000
20140311,-1091.28000,-476.62000,-428.12000,-1090.88000,1401.62000,-15.30000
20140312,-1091.44000,-476.52000,-428.26000,-1090.68000,1402.58000,-14.82000
20140313,-1092.10000,-476.28000,-427.74000,-1090.74000,1403.22000,-14.02000
20140314,-1091.90000,-475.46000,-427.62000,-1090.42000,1403.86000,-13.54000
20140315,-1091.82000,-476.56000,-427.94000,-1091.12000,1401.80000,-15.04000
20140316,-1092.04000,-476.78000,-428.32000,-1091.40000,1401.20000,-15.50000
20140317,-1092.24000,-476.98000,-428.12000,-1092.06000,1400.42000,-15.68000
20140318,-1093.02000,-476.52000,-428.92000,99999.0,1402.36000,-14.66000
20140319,-1091.96000,-476.94000,-428.06000,-1091.34000,1401.30000,-15.32000
20140320,-1091.74000,-477.06000,-427.62000,-1091.40000,1400.68000,-16.06000
20140321,-1091.98000,-476.52000,-428.20000,-1091.02000,1403.02000,-15.04000
20140322,-1091.72000,-476.32000,-428.12000,-1091.02000,1401.14000,-15.14000
20140323,-1092.38000,-476.84000,-428.54000,-1091.68000,1400.68000,-15.38000
20140324,-1092.16000,-477.08000,-428.26000,-1091.28000,1400.76000,-15.74000
20140325,-1092.02000,-477.12000,-428.20000,-1091.56000,1400.48000,-15.70000
20140326,-1092.04000,-476.66000,-428.48000,-1091.46000,1401.82000,-15.78000
20140327,-1093.26000,-476.76000,-428.16000,-1091.82000,1402.34000,-15.04000
20140328,-1092.84000,-476.56000,-429.00000,-1092.62000,1401.52000,-16.56000
20140329,-1092.44000,-476.78000,-428.30000,-1091.70000,1401.60000,-15.84000
20140330,-1092.18000,-477.22000,-428.28000,-1091.86000,1400.98000,-15.74000
20140331,-1091.94000,-477.40000,-428.08000,-1091.26000,1401.00000,-15.74000
20140401,-1091.84000,-476.32000,-428.04000,-1091.24000,1399.96000,-15.46000
20140402,-1092.36000,-477.24000,-428.54000,-1092.06000,1400.16000,-16.10000
20140403,-1092.00000,-476.70000,-428.40000,-1091.26000,1400.64000,-15.90000
20140404,-1092.28000,-477.58000,-428.40000,-1092.08000,1400.50000,-16.12000
20140405,-1093.62000,-476.16000,-428.86000,-1091.96000,1401.38000,-14.54000
20140406,-1091.70000,-476.60000,-427.94000,-1091.46000,1401.38000,-15.06000
20140407,-1091.24000,-477.38000,-427.58000,-1091.94000,1402.52000,-16.40000
20140408,-1092.30000,-476.82000,-428.44000,-1091.56000,1401.48000,-15.14000
20140409,-1092.62000,-476.88000,-428.36000,-1091.52000,1401.42000,-15.96000
20140410,-1092.36000,-476.34000,-428.36000,-1091.62000,1401.00000,-16.30000
20140411,-1092.34000,-477.08000,-427.90000,-1091.70000,1401.02000,-15.68000
20140412,-1093.50000,-474.50000,-428.28000,-1090.26000,1410.60000,-13.00000
20140413,-1093.24000,-475.58000,-428.38000,-1091.30000,1403.62000,-14.32000
20140414,-1092.58000,-476.16000,-428.42000,-1091.20000,1402.24000,-15.22000
20140415,-1092.74000,-476.16000,-429.06000,-1091.50000,1401.82000,-15.48000
20140416,-1092.54000,-476.56000,-428.42000,-1091.80000,1402.14000,-16.40000
20140417,-1092.16000,-476.56000,-428.56000,-1091.42000,1401.34000,-15.28000
20140418,-1092.00000,-476.18000,-428.38000,-1091.60000,1400.94000,-15.72000
20140419,-1092.30000,-476.48000,-428.50000,-1091.10000,1401.86000,-15.56000
20140420,-1091.76000,-477.18000,-429.70000,-1090.26000,1399.30000,-14.04000
20140421,-1092.98000,-475.52000,-428.54000,-1091.34000,1403.12000,-14.56000
20140422,-1092.46000,-476.38000,-428.30000,-1091.82000,1401.24000,-15.72000
20140423,-1091.66000,-476.20000,-428.12000,-1091.14000,1402.24000,-15.58000
20140424,-1092.20000,-476.08000,-427.98000,-1091.14000,1402.10000,-15.62000
20140425,-1092.34000,-476.44000,-428.54000,-1091.48000,1402.32000,-15.42000
20140426,-1092.48000,-476.42000,-428.38000,-1091.56000,1401.98000,-15.66000
20140427,-1091.76000,-477.34000,-427.46000,-1091.48000,1400.10000,-15.82000
20140428,-1091.86000,-476.76000,-428.22000,-1091.32000,1401.18000,-15.98000
20140429,-1091.78000,-477.12000,-428.26000,-1091.74000,1399.94000,-16.28000
20140430,99999.0,-473.90000,-428.28000,-1090.52000,1409.36000,-12.78000
20140501,-1091.30000,-475.14000,-427.00000,-1090.50000,1402.00000,-14.66000
20140502,-1091.98000,-476.28000,-427.76000,-1091.48000,1401.28000,-15.52000
20140503,-1091.82000,-476.96000,-427.56000,-1092.30000,1399.56000,-16.26000
20140504,-1092.28000,-475.84000,-428.02000,-1091.36000,1402.32000,-15.32000
20140505,-1091.98000,-476.20000,-427.80000,-1091.40000,1401.74000,-15.60000
20140506,-1091.20000,-475.92000,-426.36000,-1091.40000,1401.26000,-15.58000
20140507,-1091.76000,-476.10000,-426.56000,-1091.38000,1401.04000,-15.70000
20140508,-1092.98000,-475.62000,-428.20000,-1091.72000,1404.02000,-14.92000
20140509,-1092.40000,-476.68000,-428.10000,-1091.56000,1401.68000,-15.88000
20140510,-1091.78000,-476.76000,-426.98000,-1091.52000,1400.88000,-16.38000
20140511,-1091.82000,-476.22000,-427.60000,-1091.70000,1402.62000,-15.42000
20140512,-1091.94000,-476.22000,-427.58000,-1091.66000,1402.64000,-16.24000
20140513,-1091.38000,-475.70000,-428.08000,-1091.16000,1400.42000,-16.56000
20140514,-1092.20000,-476.68000,-425.62000,-1092.46000,1399.96000,-16.08000
20140515,-1092.20000,-476.74000,-426.94000,-1092.28000,1399.04000,-16.44000
20140516,-1092.22000,-475.90000,-427.48000,-1092.18000,1399.06000,-16.50000
20140517,-1092.08000,-475.98000,-427.38000,-1092.08000,1399.90000,-16.28000
20140518,-1092.02000,-477.28000,-426.62000,-1092.64000,1398.84000,-16.50000
20140519,-1091.98000,-476.42000,-427.48000,-1092.00000,1399.34000,-16.36000
20140520,-1092.96000,-476.98000,-427.76000,-1092.42000,1398.82000,-16.76000
20140521,-1092.26000,-477.40000,-427.10000,-1092.54000,1399.04000,-17.16000
20140522,-1092.56000,-476.96000,-426.26000,-1092.68000,1399.08000,-17.34000
20140523,-1093.68000,-477.96000,-427.94000,-1093.40000,1397.46000,-17.12000
20140524,-1092.24000,-477.08000,-427.48000,-1091.90000,1400.30000,-16.54000
20140525,-1091.90000,-477.52000,-426.62000,-1091.58000,1400.02000,-16.86000
20140526,-1092.06000,-477.12000,-428.06000,-1091.90000,1399.96000,-17.06000
20140527,-1092.04000,-476.42000,-427.72000,-1091.80000,1399.42000,-17.06000
20140528,-1091.90000,-476.38000,-427.18000,-1091.96000,1398.78000,-16.56000
20140529,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
20140530,99999.0,99999.0,99999.0,99999.0,99999.0,99999.0
20140531,-1091.50000,-475.58000,-427.20000,-1091.72000,1399.06000,-16.60000
20140601,-1091.22000,-476.24000,-427.20000,-1091.72000,1398.84000,-16.56000
20140602,-1090.80000,-476.14000,-426.74000,-1091.16000,1400.08000,-15.58000
20140603,-1091.56000,-476.86000,-426.24000,-1091.82000,1397.92000,-16.62000
20140604,-1091.44000,-476.60000,-427.02000,-1091.50000,1400.62000,-16.56000
20140605,-1092.22000,-476.70000,-427.72000,-1091.92000,1400.72000,-15.74000
20140606,-1091.92000,-476.54000,-426.66000,-1091.38000,1399.70000,-16.08000
20140607,-1091.54000,-476.58000,-427.22000,-1091.60000,1400.48000,-16.34000
20140608,-1092.18000,-475.36000,-427.10000,-1089.74000,1405.08000,-13.70000
20140609,-1092.78000,-476.32000,-426.26000,-1091.42000,1402.32000,-15.58000
20140610,-1091.00000,-475.50000,-427.08000,-1091.06000,1401.02000,-16.34000
20140611,-1091.88000,-476.46000,-427.78000,-1091.22000,1400.08000,-16.16000
20140612,-1091.76000,-476.88000,-426.56000,-1091.42000,1399.22000,-16.34000
20140613,-1092.14000,-476.82000,-427.88000,-1091.84000,1398.64000,-16.48000
20140614,-1091.42000,-476.78000,-426.18000,-1091.58000,1399.26000,-16.26000
20140615,-1092.26000,-477.72000,-427.26000,-1092.52000,1399.94000,-16.68000
20140616,-1091.76000,-476.56000,-427.48000,-1091.28000,1399.34000,-16.68000
20140617,-1091.60000,-475.68000,-427.54000,-1090.82000,1399.74000,-15.72000
20140618,-1091.52000,-476.20000,-427.16000,-1090.88000,1401.12000,-15.50000
20140619,-1091.84000,-476.98000,-425.90000,-1091.14000,1399.84000,-15.72000
20140620,-1091.82000,-479.52000,-427.12000,-1091.36000,1395.18000,-15.74000
20140621,-1091.74000,-475.56000,-427.86000,-1090.40000,1402.76000,-15.14000
20140622,-1090.68000,-476.34000,-426.44000,-1090.34000,1400.38000,-15.42000
20140623,-1091.26000,-476.26000,-426.36000,99999.0,1400.22000,-15.92000
20140624,-1091.30000,-475.98000,-427.18000,99999.0,1399.88000,-16.00000
20140625,-1091.46000,-476.78000,-427.12000,99999.0,1399.24000,-16.82000
20140626,-1091.92000,-476.28000,-427.90000,-1090.68000,1400.06000,-15.42000
20140627,-1092.52000,-477.28000,-427.68000,-1091.62000,1398.80000,-15.92000
20140628,-1091.78000,-476.04000,-427.18000,-1091.26000,1399.68000,-15.82000
20140629,-1092.16000,-477.48000,-428.20000,-1092.28000,1398.68000,-16.06000
20140630,-1092.18000,-475.66000,-427.38000,-1091.62000,1398.36000,-16.78000
20140701,-1091.74000,-475.02000,-427.50000,-1089.54000,1399.16000,-16.32000
20140702,-1091.70000,-474.96000,-427.82000,-1090.00000,1398.38000,-16.76000
20140703,-1092.06000,-474.38000,-427.48000,-1089.26000,1401.56000,-15.86000
20140704,-1090.32000,-475.16000,-427.40000,-1087.66000,1397.38000,-16.08000
20140705,-1091.06000,-474.06000,-426.38000,-1088.58000,1400.08000,-15.86000
20140706,-1091.20000,-476.02000,-426.64000,-1090.36000,1398.06000,-16.94000
20140707,-1091.72000,-475.92000,-427.16000,-1090.46000,1398.40000,-16.48000
20140708,-1091.68000,-475.60000,-426.56000,-1089.94000,1399.74000,-16.44000
20140709,-1091.72000,-475.34000,-427.72000,-1089.10000,1400.62000,-16.38000
20140710,-1091.28000,-475.00000,-426.46000,-1088.76000,1400.20000,-16.12000
20140711,-1091.60000,-475.96000,-427.40000,-1090.62000,1399.84000,-16.12000
20140712,-1093.08000,-476.50000,-427.70000,-1090.24000,1399.22000,-14.48000
20140713,-1091.82000,-476.88000,-427.72000,-1091.22000,1399.20000,-16.20000
20140714,-1091.70000,-479.50000,-426.88000,-1091.68000,1396.10000,-17.34000
20140715,-1092.44000,-479.08000,-426.80000,-1091.12000,1398.20000,-15.66000
20140716,-1091.56000,-479.24000,-426.66000,-1091.20000,1399.10000,-15.90000
20140717,-1091.36000,-478.56000,-426.78000,-1091.06000,1399.42000,-16.30000
20140718,-1091.48000,-477.78000,-426.94000,-1090.66000,1398.74000,-16.38000
20140719,-1091.08000,-477.86000,-428.18000,-1090.98000,1399.06000,-16.46000
20140720,-1091.94000,-478.00000,-427.78000,-1091.64000,1397.82000,-17.08000
20140721,-1091.82000,-477.16000,-427.48000,-1092.00000,1398.18000,-17.56000
20140722,-1092.36000,-477.88000,-428.54000,-1092.02000,1398.20000,-17.32000
20140723,-1092.36000,-478.60000,-427.70000,-1092.62000,1395.98000,-17.90000
20140724,-1092.12000,-477.72000,-428.04000,-1091.44000,1397.58000,-16.70000
20140725,-1091.16000,-477.56000,-428.18000,-1091.40000,1398.84000,-16.34000
20140726,-1091.86000,-476.68000,-428.12000,-1090.90000,1399.92000,-15.78000
20140727,-1091.10000,-477.04000,-427.84000,-1091.36000,1399.04000,-16.24000
20140728,-1091.40000,-477.60000,-421.26000,-1091.68000,1397.94000,-16.68000
20140729,-1091.60000,-477.46000,-427.76000,-1091.48000,1398.28000,-16.84000
20140730,-1090.36000,-476.18000,-427.58000,-1090.24000,1401.66000,-14.86000
20140731,-1089.70000,-476.50000,-426.84000,-1092.34000,1401.60000,-14.72000
20140801,-1092.36000,-478.98000,-428.94000,-1091.84000,1400.34000,-16.52000
20140802,-1091.66000,-483.34000,-429.02000,-1091.14000,1401.58000,-16.06000
20140803,-1092.64000,-484.12000,-428.42000,-1091.84000,1400.62000,-17.04000
20140804,-1091.16000,-480.92000,-426.26000,-1089.46000,1404.62000,-13.70000
20140805,-1092.52000,-476.76000,-428.86000,-1090.90000,1400.44000,-15.46000
20140806,-1091.88000,-477.10000,-428.36000,-1090.76000,1401.72000,-15.60000
20140807,-1091.64000,-477.98000,-428.72000,-1090.54000,1402.18000,-15.78000
20140808,-1091.74000,-477.86000,-428.34000,-1090.92000,1400.94000,-16.08000
20140809,-1090.82000,-477.42000,-427.46000,-1090.68000,1400.10000,-15.32000
20140810,-1091.56000,-477.70000,-428.26000,-1091.06000,1400.62000,-14.52000
20140811,-1091.70000,-478.54000,-428.78000,-1091.34000,1400.52000,-17.14000
20140812,-1092.00000,-478.32000,-428.66000,-1091.38000,1400.64000,-16.28000
20140813,-1092.32000,-478.50000,-428.86000,-1091.56000,1400.90000,-16.22000
20140814,-1090.76000,-477.76000,-427.84000,-1090.74000,1399.72000,-16.22000
20140815,-1090.90000,-477.06000,-427.90000,-1090.68000,1399.74000,-16.10000
20140816,-1091.00000,-477.54000,-428.04000,-1090.56000,1400.68000,-16.24000
20140817,-1091.88000,-479.28000,-426.52000,99999.0,1396.76000,-17.16000
20140818,-1090.48000,-477.74000,-427.70000,-1089.98000,1400.76000,-16.14000
20140819,-1090.78000,-478.02000,-427.98000,-1090.44000,1400.40000,-16.24000
20140820,-1091.28000,-478.04000,-427.94000,-1090.64000,1401.80000,-16.06000
20140821,-1091.76000,-476.62000,-427.48000,-1089.74000,1402.48000,-14.34000
20140822,-1091.16000,-476.92000,-428.14000,-1090.42000,1402.10000,-15.74000
20140823,-1090.94000,-477.92000,-428.20000,-1090.34000,1401.82000,-16.14000
20140824,-1091.24000,-478.56000,-427.64000,-1090.64000,1399.88000,-16.74000
20140825,-1090.98000,-477.68000,-427.40000,-1090.94000,1398.52000,-15.94000
20140826,-1091.02000,-477.14000,-427.88000,-1090.72000,1399.10000,-16.44000
20140827,-1093.84000,-478.30000,-429.70000,-1089.98000,1407.02000,-14.32000
20140828,-1091.88000,-474.58000,-427.84000,-1089.38000,1403.26000,-13.26000
20140829,-1091.96000,-474.96000,-427.46000,-1090.24000,1401.82000,-14.96000
20140830,-1091.78000,-476.18000,-427.12000,-1091.06000,1400.44000,-14.90000
20140831,-1092.44000,-476.74000,-427.86000,-1091.32000,1401.28000,-16.40000
20140901,-1091.20000,-475.78000,-427.24000,-1089.90000,1399.72000,-15.42000
20140902,-1092.34000,-477.38000,-427.96000,-1091.06000,1398.48000,-16.08000
20140903,-1091.30000,-477.02000,-427.96000,-1091.56000,1399.78000,-16.60000
20140904,-1090.40000,-475.64000,-426.34000,-1089.28000,1401.60000,-15.28000
20140905,-1090.48000,-476.00000,-426.64000,-1089.26000,1400.82000,-15.12000
20140906,-1091.16000,-476.98000,-427.56000,-1090.42000,1398.60000,-15.52000
20140907,-1090.86000,-475.98000,-427.50000,-1089.82000,1400.90000,-15.28000
20140908,-1090.34000,-475.86000,-426.60000,-1090.12000,1400.48000,-15.58000
20140909,-1090.44000,-476.28000,-427.14000,-1089.88000,1400.46000,-15.60000
20140910,-1090.36000,-475.66000,-427.06000,-1090.34000,1400.42000,-15.72000
20140911,-1091.12000,-475.28000,-427.34000,-1089.78000,1402.78000,-14.38000
20140912,-1090.80000,-475.50000,-426.46000,-1089.88000,1402.48000,-14.96000
20140913,-1090.58000,-475.20000,-427.10000,-1089.74000,1404.44000,-14.24000
20140914,-1090.42000,-476.10000,-426.28000,-1089.68000,1402.16000,-14.36000
20140915,-1090.14000,-476.00000,-426.74000,-1089.36000,1400.50000,-15.30000
20140916,-1089.68000,-476.20000,-426.62000,-1089.22000,1401.42000,-15.28000
20140917,-1089.16000,-476.32000,-426.82000,-1089.00000,1400.68000,-14.84000
20140918,-1089.38000,-476.88000,-426.64000,-1089.34000,1400.82000,-15.22000
20140919,-1090.14000,-475.98000,-426.06000,-1089.50000,1402.52000,-15.38000
20140920,-1088.90000,-475.06000,-425.78000,-1089.10000,1403.80000,-14.58000
20140921,-1090.16000,-476.40000,-426.28000,-1089.34000,1401.08000,-15.04000
20140922,-1091.18000,-476.80000,-427.48000,-1090.02000,1399.68000,-16.04000
20140923,-1090.96000,-475.54000,-427.20000,-1089.10000,1403.16000,-13.60000
20140924,-1091.24000,-475.72000,-426.88000,-1088.76000,1402.34000,-14.08000
20140925,-1090.92000,-476.48000,-426.82000,-1089.90000,1400.88000,-15.20000
20140926,-1091.12000,-475.08000,-427.30000,-1090.82000,1404.50000,-17.30000
20140927,-1090.64000,-475.62000,-425.92000,-1089.32000,1404.14000,-14.68000
20140928,-1090.88000,-475.60000,-426.72000,-1088.56000,1403.48000,-13.60000
20140929,-1090.16000,-475.42000,-426.08000,-1089.50000,1403.18000,-14.04000
20140930,-1090.20000,-475.72000,-425.76000,-1089.08000,1404.06000,-14.54000
20141001,-1089.30000,-474.68000,-425.12000,-1088.04000,1405.40000,-13.22000
20141002,-1088.82000,-475.08000,-425.54000,-1088.12000,1403.90000,-13.84000
20141003,-1088.72000,-475.90000,-425.14000,-1088.64000,1402.36000,-14.66000
20141004,-1088.30000,-475.90000,-425.28000,-1089.58000,1402.40000,-14.84000
20141005,-1089.06000,-476.30000,-425.42000,-1089.92000,1400.46000,-15.08000
20141006,-1089.60000,-476.84000,-425.22000,-1089.52000,1400.78000,-15.70000
20141007,-1089.38000,-476.00000,-425.60000,-1089.82000,1401.70000,-15.24000
20141008,-1090.14000,-475.36000,-426.44000,-1089.42000,1403.48000,-13.62000
20141009,-1090.00000,-474.72000,-426.62000,-1088.52000,1405.98000,-12.94000
20141010,-1089.72000,-475.30000,-425.26000,-1090.62000,1402.54000,-14.98000
20141011,-1090.44000,-475.18000,-427.24000,-1088.78000,1404.36000,-13.86000
20141012,-1089.90000,-476.40000,-427.66000,-1090.32000,1400.60000,-15.42000
20141013,-1088.78000,-476.10000,-426.24000,-1090.10000,1401.56000,-15.30000
20141014,-1088.00000,-475.86000,-426.48000,-1090.42000,1403.30000,-15.30000
20141015,-1088.70000,-475.10000,-424.82000,-1089.66000,1404.92000,-14.58000
20141016,-1089.26000,-475.50000,-425.92000,-1089.72000,1404.02000,-14.24000
20141017,-1089.22000,-476.72000,-425.08000,-1090.10000,1402.28000,-14.58000
20141018,-1090.10000,-477.74000,-426.14000,-1091.62000,1400.56000,-16.10000
20141019,-1089.58000,-475.56000,-425.90000,-1089.66000,1402.78000,-14.12000
20141020,-1089.88000,-474.50000,-426.38000,-1089.68000,1407.08000,-12.20000
20141021,-1089.90000,-475.56000,-426.78000,-1091.38000,1405.42000,-15.12000
20141022,-1089.76000,-476.98000,-427.54000,-1090.80000,1402.74000,-14.46000
20141023,-1089.52000,-477.12000,-425.52000,-1092.62000,1402.98000,-14.24000
20141024,-1089.52000,-476.88000,-425.56000,-1093.80000,1402.06000,-14.78000
20141025,-1090.24000,-476.44000,-426.38000,-1093.34000,1403.00000,-14.18000
20141026,-1089.24000,-475.90000,-426.70000,-1093.50000,1404.12000,-14.00000
20141027,-1089.44000,-475.06000,-427.10000,-1093.70000,1404.24000,-14.50000
20141028,-1090.06000,-475.48000,-427.02000,-1093.54000,1405.38000,-13.82000
20141029,-1089.42000,-475.56000,-427.28000,-1094.12000,1404.60000,-14.56000
20141030,-1089.16000,-476.04000,-427.02000,-1094.02000,1403.50000,-14.42000
20141031,-1089.22000,-476.90000,-426.88000,-1094.06000,1401.32000,-15.00000
20141101,-1088.74000,-476.76000,-426.40000,-1093.38000,1401.52000,-14.60000
20141102,-1088.64000,-476.54000,-426.60000,-1093.30000,1401.62000,-14.34000
20141103,-1088.46000,-476.50000,-426.06000,-1093.86000,1402.54000,-14.78000
20141104,-1091.26000,-476.52000,-427.26000,-1093.02000,1402.72000,-14.02000
20141105,-1089.16000,-475.26000,-426.48000,-1093.70000,1406.00000,-14.56000
20141106,-1089.00000,-476.32000,-425.96000,-1093.40000,1402.46000,-14.50000
20141107,-1088.28000,-475.52000,-426.20000,-1093.70000,1403.60000,-14.26000
20141108,-1088.28000,-475.60000,-426.04000,-1093.44000,1403.92000,-14.22000
20141109,-1088.64000,-477.18000,-426.00000,-1093.82000,1402.70000,-14.40000
20141110,-1089.38000,-474.32000,-425.98000,-1093.14000,1406.80000,-12.68000
20141111,-1088.58000,-475.24000,-425.42000,-1093.76000,1404.72000,-14.14000
20141112,-1088.52000,-475.68000,-425.36000,-1093.52000,1404.06000,-14.28000
20141113,-1088.12000,-475.62000,-425.46000,-1093.44000,1403.64000,-14.14000
20141114,-1086.72000,-476.18000,-425.70000,-1093.32000,1402.80000,-14.14000
20141115,-1087.00000,-475.18000,-425.74000,-1092.08000,1403.86000,-13.04000
20141116,-1086.72000,-474.62000,-425.84000,-1093.00000,1405.38000,-13.76000
20141117,-1087.30000,-475.16000,-425.52000,-1092.30000,1405.72000,-12.86000
20141118,-1088.12000,-474.60000,-425.72000,-1092.80000,1406.56000,-13.36000
20141119,-1088.24000,-475.08000,-425.50000,-1093.40000,1404.36000,-14.14000
20141120,-1088.12000,-475.10000,-425.16000,-1093.48000,1406.16000,-13.96000
20141121,-1088.24000,-475.50000,-425.36000,-1093.10000,1404.96000,-13.89000
20141122,-1088.24000,-475.66000,-425.48000,99999.0,1403.80000,-14.18000
20141123,-1088.36000,-475.16000,-426.28000,-1093.06000,1405.00000,-13.56000
20141124,-1088.12000,-475.48000,-425.66000,-1093.06000,1403.70000,-13.22000
20141125,99999.0,-475.56000,-425.24000,-1093.82000,1404.84000,-13.78000
20141126,-1087.88000,-474.94000,-426.08000,-1092.72000,1403.10000,-13.28000
20141127,-1088.10000,-476.12000,-425.60000,-1094.04000,1402.44000,-14.34000
