日期,郯城马陵山地震台 FHD2[6],安丘地震台 FHD2[1],菏泽地电台 FHD2[4],莒县陵阳地震台 FHD2[1],无棣大山地震台 FHD2[4],济南地震台 FHD2[1]
20171005,-1078.48000,-476.34000,-409.92000,-1088.60000,1405.36000,-9.40000
20171006,-1078.58000,-475.54000,-409.62000,-1087.98000,1405.64000,-9.28000
20171007,-1078.80000,-476.32000,-408.36000,-1088.46000,1405.20000,-10.00000
20171008,-1079.32000,-475.26000,-408.36000,-1088.22000,1404.86000,-10.56000
20171009,-1079.12000,-476.02000,-408.34000,-1087.88000,1404.56000,-10.32000
20171010,-1078.94000,-476.80000,-407.96000,-1088.20000,1404.12000,-10.70000
20171011,-1079.12000,-474.82000,-407.36000,-1087.66000,1409.04000,-9.38000
20171012,-1079.12000,-475.58000,-408.64000,-1088.08000,1408.32000,-9.34000
20171013,-1079.12000,-474.52000,-408.28000,-1088.10000,1411.08000,-10.06000
20171014,-1078.04000,-474.12000,-407.34000,-1087.02000,1409.30000,-8.70000
20171015,-1079.06000,-474.64000,-408.44000,-1088.44000,1410.02000,-7.92000
20171016,-1078.36000,-478.00000,-408.00000,-1088.72000,1407.24000,-9.88000
